ID Mascarado;Cargo;Idade;Tempo de Empresa;Gênero;Planta Base Origem;Salário Mensal
26376;Montador de Carros I;38;6;Feminino;Planta B - Rio de Janeiro;3014
26377;Montador de Carros I;45;20;Masculino;Planta C - São Paulo;2149
26378;Montador de Carros II;57;32;Masculino;Planta A - Bahia;4474
26379;Montador de Carros I;56;38;Feminino;Planta C - São Paulo;2554
26380;Montador de Carros I;63;39;Feminino;Planta D - Rio Grande do Sul;2785
26381;Montador de Carros II;36;10;Feminino;Planta E - São Paulo;3919
26382;Montador de Carros II;59;30;Masculino;Planta D - Rio Grande do Sul;3376
26383;Montador de Carros II;63;44;Masculino;Planta C - São Paulo;4893
26384;Operador de Máquinas II;47;25;Masculino;Planta B - Rio de Janeiro;3687
26385;Operador de Máquinas II;36;5;Feminino;Planta A - Bahia;3175
26386;Operador de Máquinas II;52;17;Feminino;Planta D - Rio Grande do Sul;4692
26387;Técnico de Robótica Especialista;24;3;Masculino;Planta A - Bahia;3151
26388;Técnico de Robótica I;24;6;Masculino;Planta C - São Paulo;2527
26389;Montador de Carros I;30;5;Masculino;Planta E - São Paulo;3196
26390;Operador de Máquinas I;57;32;Masculino;Planta E - São Paulo;1868
26391;Operador de Empilhadeira;57;26;Feminino;Planta E - São Paulo;3462
26392;Montador de Carros II;33;2;Feminino;Planta E - São Paulo;4370
26393;Montador de Carros II;52;28;Masculino;Planta B - Rio de Janeiro;3434
26394;Montador de Carros I;41;20;Masculino;Planta C - São Paulo;3116
26395;Técnico de Robótica I;24;6;Feminino;Planta A - Bahia;2507
26396;Técnico de Qualidade I;33;8;Feminino;Planta B - Rio de Janeiro;2948
26397;Montador de Carros II;46;19;Masculino;Planta B - Rio de Janeiro;3812
26398;Operador de Empilhadeira;37;14;Feminino;Planta E - São Paulo;2531
26399;Montador de Carros I;21;3;Masculino;Planta C - São Paulo;2760
26400;Técnico de Qualidade I;61;39;Masculino;Planta D - Rio Grande do Sul;2471
26401;Montador de Carros II;62;31;Feminino;Planta C - São Paulo;3268
26402;Operador de Máquinas II;32;9;Feminino;Planta E - São Paulo;4022
26403;Montador de Carros II;50;13;Feminino;Planta C - São Paulo;4899
26404;Montador de Carros I;55;20;Feminino;Planta E - São Paulo;1961
26405;Montador de Carros II;56;37;Feminino;Planta B - Rio de Janeiro;4934
26406;Montador de Carros II;61;35;Feminino;Planta C - São Paulo;3829
26407;Técnico de Qualidade I;32;11;Feminino;Planta C - São Paulo;3050
26408;Técnico de Qualidade II;34;12;Feminino;Planta A - Bahia;4847
26409;Montador de Carros I;39;10;Masculino;Planta E - São Paulo;2542
26410;Operador de Máquinas II;62;33;Feminino;Planta C - São Paulo;3833
26411;Montador de Carros II;55;24;Masculino;Planta E - São Paulo;4429
26412;Operador de Máquinas II;27;9;Feminino;Planta E - São Paulo;3944
26413;Montador de Carros II;39;17;Feminino;Planta B - Rio de Janeiro;3630
26414;Montador de Carros II;55;27;Masculino;Planta B - Rio de Janeiro;3571
26415;Montador de Carros II;60;29;Feminino;Planta E - São Paulo;3793
26416;Montador de Carros II;56;21;Masculino;Planta B - Rio de Janeiro;4104
26417;Técnico de Qualidade II;48;15;Feminino;Planta D - Rio Grande do Sul;4552
26418;Engenheiro de Produção Sênior;39;9;Feminino;Planta A - Bahia;13111
26419;Técnico de Manutenção Industrial II;56;33;Masculino;Planta A - Bahia;4666
26420;Operador de Máquinas I;26;4;Feminino;Planta D - Rio Grande do Sul;2364
26421;Operador de Máquinas I;44;11;Feminino;Planta C - São Paulo;3181
26422;Operador de Máquinas I;22;2;Masculino;Planta C - São Paulo;2802
26423;Operador de Máquinas I;40;14;Feminino;Planta C - São Paulo;2133
26424;Montador de Carros I;27;9;Masculino;Planta C - São Paulo;3254
26425;Montador de Carros II;28;9;Masculino;Planta C - São Paulo;4495
26426;Montador de Carros II;57;34;Feminino;Planta C - São Paulo;3941
26427;Operador de Empilhadeira;47;28;Masculino;Planta E - São Paulo;2327
26428;Operador de Máquinas I;51;25;Feminino;Planta B - Rio de Janeiro;2441
26429;Montador de Carros II;36;17;Feminino;Planta D - Rio Grande do Sul;4413
26430;Operador de Máquinas I;58;28;Feminino;Planta C - São Paulo;3234
26431;Técnico de Manutenção Industrial II;56;22;Masculino;Planta C - São Paulo;3368
26432;Operador de Empilhadeira;28;4;Feminino;Planta B - Rio de Janeiro;2501
26433;Operador de Máquinas II;55;32;Masculino;Planta C - São Paulo;3422
26434;Montador de Carros II;54;24;Feminino;Planta A - Bahia;3640
26435;Montador de Carros II;19;1;Feminino;Planta C - São Paulo;3809
26436;Operador de Máquinas II;33;3;Masculino;Planta C - São Paulo;4339
26437;Engenheiro de Produção Jr;23;3;Feminino;Planta D - Rio Grande do Sul;4955
26438;Montador de Carros II;19;1;Feminino;Planta B - Rio de Janeiro;4953
26439;Montador de Carros II;56;23;Feminino;Planta D - Rio Grande do Sul;4835
26440;Operador de Máquinas I;43;25;Masculino;Planta D - Rio Grande do Sul;3334
26441;Montador de Carros II;59;31;Masculino;Planta A - Bahia;4513
26442;Montador de Carros II;60;34;Masculino;Planta C - São Paulo;4967
26443;Montador de Carros I;56;25;Masculino;Planta C - São Paulo;3151
26444;Montador de Carros II;52;24;Feminino;Planta B - Rio de Janeiro;3349
26445;Montador de Carros I;32;2;Masculino;Planta C - São Paulo;2816
26446;Operador de Máquinas II;30;9;Feminino;Planta B - Rio de Janeiro;4013
26447;Engenheiro de Produção Sênior;41;17;Feminino;Planta B - Rio de Janeiro;12975
26448;Montador de Carros I;21;2;Feminino;Planta B - Rio de Janeiro;3473
26449;Montador de Carros I;32;14;Feminino;Planta E - São Paulo;2928
26450;Montador de Carros II;43;23;Feminino;Planta D - Rio Grande do Sul;3703
26451;Operador de Máquinas II;60;34;Masculino;Planta D - Rio Grande do Sul;3405
26452;Operador de Máquinas I;34;16;Feminino;Planta B - Rio de Janeiro;2819
26453;Operador de Máquinas II;28;0;Masculino;Planta B - Rio de Janeiro;4036
26454;Montador de Carros I;43;16;Feminino;Planta E - São Paulo;2596
26455;Operador de Máquinas I;36;5;Masculino;Planta D - Rio Grande do Sul;2148
26456;Montador de Carros I;27;9;Masculino;Planta D - Rio Grande do Sul;1948
26457;Montador de Carros II;62;38;Feminino;Planta B - Rio de Janeiro;3292
26458;Montador de Carros II;18;0;Feminino;Planta D - Rio Grande do Sul;4510
26459;Montador de Carros I;59;26;Feminino;Planta E - São Paulo;2471
26460;Operador de Máquinas I;60;40;Feminino;Planta E - São Paulo;2280
26461;Montador de Carros I;60;40;Feminino;Planta E - São Paulo;2008
26462;Operador de Máquinas II;29;10;Masculino;Planta C - São Paulo;3759
26463;Montador de Carros I;60;40;Masculino;Planta B - Rio de Janeiro;3134
26464;Engenheiro de Produção Jr;26;4;Feminino;Planta B - Rio de Janeiro;4750
26465;Montador de Carros II;26;0;Masculino;Planta B - Rio de Janeiro;4861
26466;Operador de Máquinas II;36;6;Masculino;Planta D - Rio Grande do Sul;4937
26467;Operador de Máquinas II;60;38;Feminino;Planta E - São Paulo;4775
26468;Montador de Carros I;44;23;Feminino;Planta B - Rio de Janeiro;2473
26469;Engenheiro de Produção Sênior;39;1;Masculino;Planta B - Rio de Janeiro;11966
26470;Técnico de Robótica Especialista;49;16;Masculino;Planta E - São Paulo;2511
26471;Montador de Carros II;19;1;Feminino;Planta A - Bahia;3120
26472;Montador de Carros I;33;5;Feminino;Planta C - São Paulo;2938
26473;Montador de Carros I;41;20;Feminino;Planta E - São Paulo;2397
26474;Montador de Carros I;29;4;Feminino;Planta C - São Paulo;2439
26475;Montador de Carros I;32;14;Masculino;Planta A - Bahia;2545
26476;Montador de Carros I;39;8;Masculino;Planta E - São Paulo;3075
26477;Operador de Máquinas I;58;33;Masculino;Planta C - São Paulo;2771
26478;Montador de Carros I;19;1;Feminino;Planta C - São Paulo;2902
26479;Operador de Máquinas I;28;9;Feminino;Planta B - Rio de Janeiro;3159
26480;Montador de Carros I;32;2;Feminino;Planta E - São Paulo;2963
26481;Operador de Máquinas II;44;12;Masculino;Planta C - São Paulo;4377
26482;Operador de Máquinas I;41;7;Masculino;Planta C - São Paulo;3400
26483;Montador de Carros II;62;30;Masculino;Planta C - São Paulo;4792
26484;Montador de Carros I;25;4;Masculino;Planta E - São Paulo;3430
26485;Operador de Máquinas I;35;1;Masculino;Planta C - São Paulo;3229
26486;Montador de Carros I;34;1;Feminino;Planta B - Rio de Janeiro;2893
26487;Técnico de Robótica Especialista;46;13;Masculino;Planta E - São Paulo;2011
26488;Montador de Carros II;55;27;Feminino;Planta E - São Paulo;3072
26489;Operador de Máquinas I;35;10;Feminino;Planta B - Rio de Janeiro;3378
26490;Montador de Carros II;28;5;Masculino;Planta D - Rio Grande do Sul;3757
26491;Operador de Máquinas I;36;16;Masculino;Planta A - Bahia;2697
26492;Montador de Carros II;21;2;Masculino;Planta B - Rio de Janeiro;3666
26493;Montador de Carros I;43;15;Feminino;Planta E - São Paulo;1918
26494;Montador de Carros I;52;17;Feminino;Planta D - Rio Grande do Sul;1977
26495;Montador de Carros II;19;1;Masculino;Planta B - Rio de Janeiro;4962
26496;Montador de Carros II;34;11;Feminino;Planta A - Bahia;4999
26497;Montador de Carros I;48;26;Masculino;Planta A - Bahia;2750
26498;Montador de Carros II;58;40;Feminino;Planta B - Rio de Janeiro;4160
26499;Montador de Carros II;43;14;Feminino;Planta A - Bahia;3829
26500;Montador de Carros II;55;24;Masculino;Planta A - Bahia;4827
26501;Montador de Carros II;22;0;Masculino;Planta E - São Paulo;4668
26502;Montador de Carros II;27;4;Masculino;Planta B - Rio de Janeiro;3728
26503;Operador de Máquinas I;48;12;Feminino;Planta C - São Paulo;2113
26504;Engenheiro de Produção Sênior;47;26;Feminino;Planta C - São Paulo;13251
26505;Montador de Carros II;60;29;Feminino;Planta E - São Paulo;3619
26506;Operador de Máquinas II;22;3;Feminino;Planta E - São Paulo;3925
26507;Montador de Carros II;61;34;Feminino;Planta B - Rio de Janeiro;3224
26508;Técnico de Qualidade I;28;1;Feminino;Planta C - São Paulo;1988
26509;Montador de Carros I;26;7;Feminino;Planta B - Rio de Janeiro;2523
26510;Operador de Máquinas I;50;28;Masculino;Planta C - São Paulo;2671
26511;Montador de Carros I;48;28;Feminino;Planta C - São Paulo;3120
26512;Técnico de Robótica I;24;6;Feminino;Planta C - São Paulo;2449
26513;Montador de Carros II;54;29;Feminino;Planta B - Rio de Janeiro;4394
26514;Técnico de Qualidade II;28;6;Masculino;Planta B - Rio de Janeiro;4874
26515;Montador de Carros II;49;29;Masculino;Planta A - Bahia;3468
26516;Montador de Carros II;49;26;Masculino;Planta D - Rio Grande do Sul;4320
26517;Montador de Carros I;49;20;Masculino;Planta B - Rio de Janeiro;2211
26518;Montador de Carros II;57;26;Feminino;Planta D - Rio Grande do Sul;4998
26519;Operador de Máquinas II;60;27;Feminino;Planta E - São Paulo;3535
26520;Operador de Máquinas I;23;4;Feminino;Planta A - Bahia;2966
26521;Operador de Máquinas II;31;5;Feminino;Planta B - Rio de Janeiro;3852
26522;Operador de Máquinas I;34;5;Feminino;Planta D - Rio Grande do Sul;2411
26523;Montador de Carros I;35;15;Feminino;Planta B - Rio de Janeiro;2475
26524;Montador de Carros I;35;0;Feminino;Planta D - Rio Grande do Sul;2162
26525;Técnico de Manutenção Industrial II;45;10;Masculino;Planta B - Rio de Janeiro;4478
26526;Montador de Carros II;18;0;Masculino;Planta E - São Paulo;3535
26527;Montador de Carros I;25;5;Feminino;Planta B - Rio de Janeiro;3155
26528;Operador de Máquinas II;18;0;Masculino;Planta C - São Paulo;3288
26529;Montador de Carros I;43;19;Masculino;Planta B - Rio de Janeiro;2134
26530;Operador de Máquinas I;19;1;Masculino;Planta C - São Paulo;3348
26531;Montador de Carros I;33;10;Masculino;Planta B - Rio de Janeiro;2011
26532;Montador de Carros I;42;12;Masculino;Planta E - São Paulo;3496
26533;Montador de Carros II;18;0;Masculino;Planta B - Rio de Janeiro;3393
26534;Montador de Carros I;41;7;Feminino;Planta E - São Paulo;3397
26535;Operador de Máquinas II;27;8;Feminino;Planta C - São Paulo;3286
26536;Operador de Máquinas II;28;1;Feminino;Planta E - São Paulo;3999
26537;Técnico de Qualidade II;28;0;Masculino;Planta E - São Paulo;4603
26538;Montador de Carros I;44;23;Feminino;Planta E - São Paulo;2277
26539;Operador de Máquinas II;44;25;Masculino;Planta D - Rio Grande do Sul;3177
26540;Operador de Máquinas II;30;11;Feminino;Planta B - Rio de Janeiro;3001
26541;Montador de Carros II;61;34;Masculino;Planta C - São Paulo;4377
26542;Montador de Carros II;46;17;Masculino;Planta B - Rio de Janeiro;4546
26543;Operador de Empilhadeira;31;1;Masculino;Planta C - São Paulo;2353
26544;Montador de Carros II;31;2;Feminino;Planta A - Bahia;4727
26545;Engenheiro de Produção Sênior;59;36;Feminino;Planta B - Rio de Janeiro;12993
26546;Operador de Máquinas I;47;29;Feminino;Planta E - São Paulo;2818
26547;Operador de Máquinas II;28;2;Feminino;Planta E - São Paulo;4512
26548;Operador de Máquinas II;53;18;Masculino;Planta E - São Paulo;3995
26549;Operador de Máquinas I;29;3;Feminino;Planta E - São Paulo;3108
26550;Montador de Carros II;54;21;Feminino;Planta B - Rio de Janeiro;3647
26551;Operador de Máquinas II;48;24;Feminino;Planta D - Rio Grande do Sul;4934
26552;Técnico de Qualidade I;40;5;Masculino;Planta D - Rio Grande do Sul;3245
26553;Técnico de Robótica Especialista;34;16;Masculino;Planta A - Bahia;2271
26554;Montador de Carros II;52;20;Masculino;Planta C - São Paulo;4244
26555;Montador de Carros II;58;28;Feminino;Planta C - São Paulo;3468
26556;Montador de Carros I;50;23;Feminino;Planta E - São Paulo;3048
26557;Técnico de Qualidade I;46;13;Feminino;Planta E - São Paulo;2925
26558;Montador de Carros II;61;40;Feminino;Planta E - São Paulo;4248
26559;Operador de Máquinas I;64;35;Feminino;Planta E - São Paulo;1900
26560;Operador de Máquinas I;62;35;Masculino;Planta D - Rio Grande do Sul;2022
26561;Técnico de Qualidade I;63;40;Feminino;Planta E - São Paulo;3232
26562;Montador de Carros II;22;0;Masculino;Planta C - São Paulo;4481
26563;Montador de Carros I;56;29;Masculino;Planta C - São Paulo;3060
26564;Operador de Máquinas II;41;20;Masculino;Planta E - São Paulo;4777
26565;Montador de Carros I;54;19;Feminino;Planta B - Rio de Janeiro;2442
26566;Montador de Carros II;47;13;Masculino;Planta C - São Paulo;3418
26567;Técnico de Robótica Especialista;30;10;Feminino;Planta E - São Paulo;3211
26568;Operador de Máquinas I;28;10;Masculino;Planta E - São Paulo;2766
26569;Montador de Carros I;61;41;Feminino;Planta C - São Paulo;2959
26570;Montador de Carros I;51;32;Feminino;Planta C - São Paulo;2509
26571;Montador de Carros I;61;26;Feminino;Planta E - São Paulo;2319
26572;Montador de Carros I;28;2;Masculino;Planta E - São Paulo;3085
26573;Técnico de Robótica I;24;6;Feminino;Planta E - São Paulo;3233
26574;Operador de Máquinas II;32;7;Masculino;Planta A - Bahia;3671
26575;Montador de Carros II;29;10;Masculino;Planta B - Rio de Janeiro;4483
26576;Operador de Máquinas I;37;5;Feminino;Planta E - São Paulo;3272
26577;Montador de Carros II;42;18;Masculino;Planta E - São Paulo;3521
26578;Montador de Carros I;33;11;Feminino;Planta C - São Paulo;2809
26579;Técnico de Robótica Especialista;48;18;Masculino;Planta C - São Paulo;2345
26580;Montador de Carros I;22;0;Masculino;Planta C - São Paulo;2367
26581;Operador de Máquinas I;56;28;Feminino;Planta B - Rio de Janeiro;3224
26582;Montador de Carros I;58;35;Masculino;Planta C - São Paulo;3141
26583;Operador de Máquinas I;34;0;Masculino;Planta C - São Paulo;1965
26584;Montador de Carros II;49;21;Feminino;Planta B - Rio de Janeiro;3462
26585;Operador de Máquinas II;44;20;Masculino;Planta E - São Paulo;3866
26586;Montador de Carros I;46;21;Masculino;Planta B - Rio de Janeiro;2863
26587;Técnico de Robótica Especialista;33;10;Masculino;Planta C - São Paulo;2932
26588;Montador de Carros I;24;5;Masculino;Planta C - São Paulo;2835
26589;Montador de Carros II;53;26;Feminino;Planta E - São Paulo;3034
26590;Montador de Carros I;61;41;Masculino;Planta C - São Paulo;2417
26591;Operador de Máquinas I;22;0;Masculino;Planta D - Rio Grande do Sul;2619
26592;Técnico de Robótica I;24;6;Feminino;Planta C - São Paulo;1805
26593;Operador de Máquinas I;38;18;Feminino;Planta C - São Paulo;2059
26594;Montador de Carros I;63;36;Masculino;Planta A - Bahia;1962
26595;Operador de Empilhadeira;19;1;Masculino;Planta D - Rio Grande do Sul;2214
26596;Técnico de Qualidade II;59;29;Masculino;Planta C - São Paulo;3094
26597;Montador de Carros II;21;0;Feminino;Planta B - Rio de Janeiro;4087
26598;Montador de Carros II;31;10;Feminino;Planta E - São Paulo;4311
26599;Técnico de Qualidade II;29;2;Masculino;Planta B - Rio de Janeiro;3630
26600;Montador de Carros II;39;5;Masculino;Planta C - São Paulo;3778
26601;Operador de Máquinas II;34;24;Masculino;Planta D - Rio Grande do Sul;3515
26602;Operador de Máquinas I;42;11;Masculino;Planta C - São Paulo;2552
26603;Montador de Carros I;40;8;Masculino;Planta C - São Paulo;2627
26604;Técnico de Qualidade II;55;32;Feminino;Planta C - São Paulo;3320
26605;Engenheiro de Produção Jr;33;7;Feminino;Planta E - São Paulo;4270
26606;Montador de Carros II;57;23;Feminino;Planta E - São Paulo;4385
26607;Operador de Máquinas II;51;27;Feminino;Planta E - São Paulo;4751
26608;Montador de Carros I;62;38;Feminino;Planta E - São Paulo;2624
26609;Montador de Carros II;29;9;Masculino;Planta A - Bahia;4423
26610;Montador de Carros I;32;5;Feminino;Planta E - São Paulo;1877
26611;Montador de Carros II;46;17;Masculino;Planta B - Rio de Janeiro;3546
26612;Montador de Carros I;19;1;Feminino;Planta A - Bahia;2085
26613;Montador de Carros II;47;19;Masculino;Planta A - Bahia;3346
26614;Montador de Carros I;25;5;Masculino;Planta C - São Paulo;2433
26615;Montador de Carros I;24;0;Feminino;Planta B - Rio de Janeiro;2831
26616;Montador de Carros II;58;29;Masculino;Planta E - São Paulo;4316
26617;Montador de Carros I;49;21;Masculino;Planta C - São Paulo;2139
26618;Montador de Carros I;57;39;Masculino;Planta B - Rio de Janeiro;1885
26619;Montador de Carros II;44;17;Feminino;Planta C - São Paulo;4804
26620;Montador de Carros II;30;1;Masculino;Planta B - Rio de Janeiro;4128
26621;Engenheiro de Produção Sênior;65;38;Masculino;Planta B - Rio de Janeiro;11859
26622;Operador de Máquinas II;42;20;Masculino;Planta B - Rio de Janeiro;4461
26623;Montador de Carros II;42;20;Masculino;Planta C - São Paulo;3145
26624;Operador de Máquinas II;52;31;Masculino;Planta B - Rio de Janeiro;4854
26625;Operador de Máquinas II;52;17;Masculino;Planta C - São Paulo;4988
26626;Montador de Carros I;56;34;Feminino;Planta B - Rio de Janeiro;3492
26627;Montador de Carros II;44;22;Masculino;Planta C - São Paulo;3901
26628;Montador de Carros II;55;21;Masculino;Planta E - São Paulo;3889
26629;Engenheiro de Produção Jr;24;1;Masculino;Planta E - São Paulo;4593
26630;Engenheiro de Produção Sênior;47;14;Feminino;Planta C - São Paulo;11907
26631;Técnico de Qualidade II;54;21;Masculino;Planta A - Bahia;4202
26632;Engenheiro de Produção Jr;24;4;Masculino;Planta A - Bahia;4458
26633;Montador de Carros II;34;10;Feminino;Planta C - São Paulo;3422
26634;Operador de Máquinas I;46;21;Feminino;Planta C - São Paulo;2391
26635;Operador de Máquinas II;46;19;Feminino;Planta E - São Paulo;3549
26636;Operador de Empilhadeira;47;16;Feminino;Planta C - São Paulo;1803
26637;Montador de Carros II;57;34;Masculino;Planta E - São Paulo;3904
26638;Operador de Máquinas II;55;31;Masculino;Planta E - São Paulo;3235
26639;Engenheiro de Produção Jr;25;5;Feminino;Planta C - São Paulo;4689
26640;Operador de Máquinas II;30;4;Feminino;Planta A - Bahia;4932
26641;Montador de Carros II;28;5;Masculino;Planta B - Rio de Janeiro;4692
26642;Montador de Carros I;60;33;Feminino;Planta B - Rio de Janeiro;3284
26643;Montador de Carros II;23;2;Feminino;Planta B - Rio de Janeiro;3018
26644;Montador de Carros I;57;39;Feminino;Planta C - São Paulo;2458
26645;Montador de Carros II;47;21;Masculino;Planta E - São Paulo;3394
26646;Operador de Máquinas II;53;18;Feminino;Planta B - Rio de Janeiro;3961
26647;Montador de Carros I;27;5;Masculino;Planta C - São Paulo;2700
26648;Montador de Carros I;39;14;Masculino;Planta E - São Paulo;2108
26649;Operador de Máquinas II;18;0;Masculino;Planta E - São Paulo;4557
26650;Montador de Carros II;54;20;Feminino;Planta A - Bahia;3353
26651;Técnico de Robótica I;24;6;Masculino;Planta C - São Paulo;2068
26652;Montador de Carros II;23;4;Feminino;Planta D - Rio Grande do Sul;4833
26653;Montador de Carros I;50;30;Feminino;Planta C - São Paulo;2192
26654;Montador de Carros II;41;13;Masculino;Planta C - São Paulo;4196
26655;Montador de Carros II;63;43;Masculino;Planta C - São Paulo;3178
26656;Montador de Carros I;21;2;Masculino;Planta C - São Paulo;3258
26657;Montador de Carros II;36;6;Feminino;Planta A - Bahia;4993
26658;Montador de Carros II;64;36;Feminino;Planta D - Rio Grande do Sul;4260
26659;Operador de Empilhadeira;31;1;Masculino;Planta D - Rio Grande do Sul;2336
26660;Montador de Carros I;23;2;Feminino;Planta E - São Paulo;2086
26661;Engenheiro de Produção Sênior;31;10;Feminino;Planta E - São Paulo;12785
26662;Operador de Máquinas I;41;21;Masculino;Planta E - São Paulo;3095
26663;Montador de Carros I;44;16;Feminino;Planta C - São Paulo;2607
26664;Montador de Carros I;46;22;Feminino;Planta B - Rio de Janeiro;2611
26665;Operador de Máquinas II;48;13;Feminino;Planta E - São Paulo;3285
26666;Operador de Máquinas I;50;30;Feminino;Planta B - Rio de Janeiro;2261
26667;Montador de Carros II;55;20;Feminino;Planta C - São Paulo;4279
26668;Operador de Máquinas II;58;38;Masculino;Planta C - São Paulo;3937
26669;Montador de Carros II;39;16;Masculino;Planta C - São Paulo;4740
26670;Montador de Carros II;18;0;Masculino;Planta B - Rio de Janeiro;4696
26671;Operador de Máquinas II;39;7;Masculino;Planta A - Bahia;4734
26672;Montador de Carros I;47;26;Masculino;Planta C - São Paulo;3338
26673;Técnico de Qualidade I;33;8;Feminino;Planta C - São Paulo;3462
26674;Operador de Máquinas II;53;24;Masculino;Planta C - São Paulo;4735
26675;Montador de Carros I;23;0;Masculino;Planta B - Rio de Janeiro;2270
26676;Montador de Carros II;33;14;Feminino;Planta E - São Paulo;3446
26677;Operador de Máquinas II;20;2;Masculino;Planta E - São Paulo;3032
26678;Operador de Máquinas I;56;31;Masculino;Planta E - São Paulo;1878
26679;Montador de Carros I;42;17;Masculino;Planta D - Rio Grande do Sul;3166
26680;Montador de Carros II;59;36;Feminino;Planta C - São Paulo;4733
26681;Técnico de Robótica I;24;6;Masculino;Planta A - Bahia;2036
26682;Montador de Carros II;62;43;Feminino;Planta C - São Paulo;3910
26683;Operador de Empilhadeira;60;32;Feminino;Planta D - Rio Grande do Sul;3315
26684;Operador de Máquinas II;46;17;Masculino;Planta C - São Paulo;3386
26685;Montador de Carros I;55;23;Masculino;Planta A - Bahia;3247
26686;Operador de Máquinas I;50;16;Masculino;Planta B - Rio de Janeiro;2386
26687;Operador de Máquinas I;32;3;Masculino;Planta C - São Paulo;3066
26688;Montador de Carros I;31;13;Feminino;Planta E - São Paulo;3347
26689;Operador de Máquinas II;18;0;Masculino;Planta A - Bahia;3932
26690;Técnico de Qualidade II;33;6;Feminino;Planta B - Rio de Janeiro;3570
26691;Montador de Carros II;19;1;Masculino;Planta B - Rio de Janeiro;4357
26692;Montador de Carros I;48;18;Feminino;Planta A - Bahia;3273
26693;Montador de Carros I;39;18;Feminino;Planta C - São Paulo;3381
26694;Montador de Carros II;60;31;Feminino;Planta C - São Paulo;4002
26695;Montador de Carros I;53;30;Feminino;Planta E - São Paulo;3299
26696;Montador de Carros I;44;17;Masculino;Planta E - São Paulo;3096
26697;Operador de Máquinas I;35;15;Feminino;Planta C - São Paulo;3453
26698;Montador de Carros II;35;11;Feminino;Planta C - São Paulo;4408
26699;Montador de Carros II;52;33;Masculino;Planta B - Rio de Janeiro;3674
26700;Montador de Carros I;32;1;Masculino;Planta C - São Paulo;3233
26701;Engenheiro de Produção Sênior;59;45;Feminino;Planta B - Rio de Janeiro;12705
26702;Montador de Carros II;19;1;Feminino;Planta C - São Paulo;3025
26703;Operador de Máquinas II;32;6;Feminino;Planta B - Rio de Janeiro;3551
26704;Técnico de Qualidade II;44;12;Masculino;Planta A - Bahia;3918
26705;Operador de Máquinas I;18;0;Masculino;Planta E - São Paulo;2641
26706;Operador de Máquinas II;52;33;Masculino;Planta E - São Paulo;3848
26707;Técnico de Robótica Especialista;45;16;Feminino;Planta B - Rio de Janeiro;3437
26708;Operador de Máquinas II;25;4;Feminino;Planta E - São Paulo;3029
26709;Montador de Carros I;54;36;Masculino;Planta C - São Paulo;2734
26710;Engenheiro de Produção Sênior;38;6;Feminino;Planta C - São Paulo;11868
26711;Operador de Máquinas II;42;16;Masculino;Planta E - São Paulo;3632
26712;Técnico de Robótica Especialista;40;6;Masculino;Planta C - São Paulo;2397
26713;Montador de Carros I;62;40;Feminino;Planta C - São Paulo;3485
26714;Operador de Máquinas II;46;23;Masculino;Planta A - Bahia;4115
26715;Montador de Carros II;39;18;Masculino;Planta C - São Paulo;3971
26716;Montador de Carros I;58;32;Masculino;Planta E - São Paulo;2440
26717;Montador de Carros II;43;15;Feminino;Planta B - Rio de Janeiro;3644
26718;Montador de Carros II;58;33;Feminino;Planta C - São Paulo;3451
26719;Montador de Carros I;35;0;Feminino;Planta E - São Paulo;3473
26720;Engenheiro de Produção Jr;25;1;Feminino;Planta D - Rio Grande do Sul;4474
26721;Operador de Máquinas II;29;6;Masculino;Planta C - São Paulo;3361
26722;Montador de Carros II;19;1;Feminino;Planta D - Rio Grande do Sul;4112
26723;Montador de Carros I;29;5;Feminino;Planta B - Rio de Janeiro;2256
26724;Montador de Carros I;55;32;Feminino;Planta A - Bahia;3307
26725;Montador de Carros II;46;14;Masculino;Planta C - São Paulo;4721
26726;Técnico de Qualidade I;26;5;Feminino;Planta C - São Paulo;2018
26727;Montador de Carros II;54;33;Masculino;Planta B - Rio de Janeiro;4539
26728;Montador de Carros I;51;31;Feminino;Planta B - Rio de Janeiro;2954
26729;Montador de Carros I;25;3;Feminino;Planta C - São Paulo;2321
26730;Operador de Máquinas II;48;20;Feminino;Planta A - Bahia;3966
26731;Montador de Carros I;18;0;Masculino;Planta B - Rio de Janeiro;3116
26732;Operador de Máquinas I;30;1;Feminino;Planta C - São Paulo;2544
26733;Montador de Carros I;53;21;Feminino;Planta A - Bahia;3444
26734;Montador de Carros I;53;35;Masculino;Planta B - Rio de Janeiro;2385
26735;Montador de Carros II;46;27;Feminino;Planta B - Rio de Janeiro;3579
26736;Montador de Carros I;37;5;Feminino;Planta D - Rio Grande do Sul;2853
26737;Operador de Máquinas II;52;26;Masculino;Planta E - São Paulo;4767
26738;Montador de Carros II;35;4;Feminino;Planta C - São Paulo;4313
26739;Operador de Máquinas I;28;10;Feminino;Planta D - Rio Grande do Sul;2058
26740;Montador de Carros I;22;3;Feminino;Planta B - Rio de Janeiro;3261
26741;Montador de Carros II;38;7;Feminino;Planta E - São Paulo;4590
26742;Montador de Carros I;35;5;Feminino;Planta D - Rio Grande do Sul;1896
26743;Montador de Carros II;57;23;Feminino;Planta A - Bahia;3587
26744;Montador de Carros I;40;17;Feminino;Planta E - São Paulo;2097
26745;Operador de Máquinas II;22;3;Feminino;Planta A - Bahia;4478
26746;Montador de Carros II;22;3;Masculino;Planta E - São Paulo;4389
